PID,Name,Position,Height,Weight,Age,Foot,WeakFootUsage,WeakFootAccuracy,Form,InjuryResistance,Nationality,AttStyle,DefStyle,Aptitudes,进攻意识 Off.Aware,控球 Ball Control,盘带 Dribbling,紧密控球 Tight Poss,短传 Low Pass,高传 Lofted Pass,射门 Finishing,头球 Heading,定位球 Set Piece,弧线 Curl,防守意识 Def.Aware,抢断 Tackling,侵略性 Aggression,防守参与 Def.Engage,GK 扑救意识,GK 接球,GK 反应,GK 倒地扑救,GK 控制范围,速度 Speed,加速 Acceleration,踢球力量 Kick Power,弹跳 Jumping,身体对抗 Phys.,平衡 Balance,体力 Stamina,Skills,AIStyles
16369,Suzuki Ryota,GK,192,93,32,Right,Almost Never,Low,Standard,High,Japan,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,51,43,45,53,58,43,41,46,50,47,44,42,60,67,62,63,66,69,55,48,72,70,80,49,57,GK High Punt|GK Penalty Saver,
16375,Suzuki Yuto,RB,182,76,33,Right,Occasionally,High,Standard,Medium,Japan,Full-back Finisher,Basic,RMF=1|AMF=0|CB=1|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=0|CMF=0,63,68,66,62,70,71,59,66,67,72,64,68,74,70,40,40,40,40,40,73,67,72,68,63,74,75,Captaincy|Scissors Feint|Super-sub,
16379,Horigome Yuki,AMF,168,63,34,Left,Occasionally,Medium,Standard,Medium,Japan,Creative Playmaker,Basic,RMF=2|AMF=2|CB=0|CF=1|LMF=1|LWF=1|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=2,65,71,66,68,67,72,63,49,73,77,52,55,69,66,40,40,40,40,40,69,71,70,58,57,77,70,Double Touch|Pinpoint Crossing|Scissors Feint|Sole Control|Through Passing|Weighted Pass,Incisive Run|Mazing Run
16387,Sakai Noriyoshi,CF,180,80,34,Left,Occasionally,High,Standard,Medium,Japan,Fox in the Box,Basic,RMF=0|AMF=1|CB=0|CF=2|LMF=0|LWF=1|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=0,68,67,63,66,61,58,70,69,59,62,53,57,62,54,40,40,40,40,40,69,66,74,65,73,65,62,Acrobatic Finishing|Heading,
16409,Sugimoto Kenyu,CF,188,80,34,Right,Rarely,Medium,Standard,High,Japan,Deep-Lying Forward,Basic,RMF=0|AMF=2|CB=0|CF=2|LMF=0|LWF=1|RB=0|DMF=0|RWF=1|SS=2|LB=0|CMF=0,69,67,68,64,66,70,67,71,54,57,62,59,67,69,40,40,40,40,40,69,66,73,74,76,62,68,First-time Shot|Heading|Long-Range Curler|Track Back,
16423,Kushibiki Kazuki,CB,182,82,33,Right,Rarely,Medium,Standard,Medium,Japan,Extra Frontman,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=1|CMF=0,51,55,49,53,52,57,48,74,47,55,70,68,75,67,40,40,40,40,40,64,60,66,73,76,57,72,Blocker|Heading|Man Marking|Sliding Tackle,
16424,Nara Tatsuki,CB,180,74,33,Right,Occasionally,Medium,Standard,Low,Japan,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,47,60,51,56,58,63,48,68,53,62,75,73,71,74,40,40,40,40,40,64,59,73,73,76,62,67,Blocker|Captaincy|Fighting Spirit|Man Marking|Sliding Tackle,Long Ball Expert
16426,Arano Takuma,CMF,180,76,33,Right,Occasionally,High,Standard,Low,Japan,Orchestrator,Basic,RMF=0|AMF=1|CB=1|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,62,73,66,70,74,71,66,61,66,69,62,67,63,64,40,40,40,40,40,62,65,74,55,57,66,73,Captaincy|Low Lofted Pass|Through Passing,
16430,Kasahara Takashi,GK,191,91,38,Right,Rarely,Medium,Standard,Low,Japan,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,46,41,44,49,55,45,40,47,47,51,42,48,60,69,63,66,70,71,54,49,72,68,78,51,56,,
16431,Shiotani Tsukasa,CB,182,81,38,Right,Rarely,Medium,Unwavering,Low,Japan,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=1|CMF=2,54,68,58,65,67,70,60,67,63,65,75,71,65,72,40,40,40,40,40,65,62,75,73,72,61,71,Blocker|Captaincy|Man Marking,
16452,Ide Haruya,AMF,171,66,32,Right,Occasionally,High,Standard,Medium,Japan,Creative Playmaker,Basic,RMF=1|AMF=2|CB=0|CF=0|LMF=2|LWF=1|RB=0|DMF=1|RWF=1|SS=1|LB=0|CMF=2,66,72,69,74,73,75,65,54,68,72,50,53,60,55,40,40,40,40,40,71,66,74,61,57,68,72,Scissors Feint|Through Passing,Incisive Run|Mazing Run|Trickster
16453,Hashimoto Kento,DMF,183,74,33,Right,Occasionally,High,Standard,Low,Japan,Orchestrator,Basic,RMF=1|AMF=1|CB=1|CF=0|LMF=0|LWF=0|RB=1|DMF=2|RWF=0|SS=0|LB=0|CMF=2,57,73,66,72,74,71,63,65,62,73,67,69,74,71,40,40,40,40,40,67,62,73,67,69,72,77,Double Touch|Fighting Spirit|Interception|Man Marking|Rising Shot|Through Passing,Long Ranger
16456,Arai Shota,GK,185,85,38,Right,Rarely,Medium,Standard,Low,Japan,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,51,42,46,55,62,43,41,48,45,51,43,46,60,71,67,64,66,67,59,56,69,69,71,53,55,GK Low Punt,
16464,Kajikawa Ryota,AMF,164,58,37,Right,Regularly,Very High,Standard,Medium,Japan,Classic No. 10,Basic,RMF=0|AMF=2|CB=0|CF=1|LMF=1|LWF=1|RB=0|DMF=1|RWF=0|SS=2|LB=0|CMF=2,64,72,65,69,70,73,62,58,75,74,58,55,64,66,40,40,40,40,40,68,72,76,57,50,74,73,One-touch Pass|Pinpoint Crossing|Sole Control,
16472,Onose Kosuke,AMF,178,69,33,Right,Occasionally,High,Standard,Medium,Japan,Hole Player,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=1|LWF=0|RB=1|DMF=0|RWF=2|SS=1|LB=0|CMF=2,65,70,66,69,75,71,67,54,61,64,57,62,66,67,40,40,40,40,40,71,68,75,60,54,72,76,Acrobatic Finishing|Cut Behind & Turn|First-time Shot|Long-Range Curler|Rising Shot|Through Passing,Incisive Run
16474,Endo Wataru,DMF,178,75,33,Right,Occasionally,High,Unwavering,Low,Japan,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=2|RWF=0|SS=0|LB=0|CMF=2,59,72,68,77,75,71,62,68,55,62,75,77,81,78,40,40,40,40,40,65,70,75,74,63,75,82,Acrobatic Clearance|Captaincy|Fighting Spirit|Heading|Interception|Long Range Shooting|Low Lofted Pass|Man Marking|Weighted Pass,Long Ball Expert|Long Ranger
16476,Nagaki Ryota,DMF,175,67,38,Right,Occasionally,High,Standard,Medium,Japan,Orchestrator,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=1|DMF=2|RWF=0|SS=0|LB=0|CMF=2,53,71,61,69,71,72,55,51,67,69,71,67,63,73,40,40,40,40,40,64,59,74,65,61,68,70,Captaincy|Low Lofted Pass|Man Marking|Outside Curler,Long Ranger
16477,Iwao Ken,DMF,175,65,38,Right,Regularly,High,Unwavering,High,Japan,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,59,74,67,73,76,72,65,56,74,76,68,65,63,71,40,40,40,40,40,59,63,73,62,57,68,72,Captaincy|Interception|Long Range Shooting|Low Lofted Pass|One-touch Pass|Through Passing|Weighted Pass,Long Ball Expert
16496,Takahashi Yuji,CB,187,83,33,Right,Rarely,Medium,Standard,Low,Japan,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=0|RWF=0|SS=0|LB=0|CMF=0,50,62,52,56,59,66,54,71,55,53,72,69,65,68,40,40,40,40,40,66,62,66,71,77,58,69,Aerial Superiority|Blocker|Fighting Spirit|Heading,
16497,Jung Woo-Young,DMF,186,78,37,Right,Rarely,Medium,Unwavering,Low,Korea Republic,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,59,71,65,63,72,70,57,72,70,73,69,67,65,73,40,40,40,40,40,60,66,75,70,72,62,73,Captaincy|Fighting Spirit|Interception|One-touch Pass|Pinpoint Crossing|Through Passing,Long Ball Expert|Long Ranger
16499,Komai Yoshiaki,AMF,168,68,34,Right,Occasionally,Medium,Unwavering,Low,Japan,Hole Player,Basic,RMF=0|AMF=2|CB=0|CF=1|LMF=1|LWF=0|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,65,72,68,75,73,69,64,60,65,71,54,58,68,63,40,40,40,40,40,69,75,67,63,54,74,72,Double Touch|Track Back,Mazing Run
16500,Harakawa Riki,DMF,175,72,33,Right,Rarely,Medium,Standard,Low,Japan,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,60,73,66,71,75,74,62,57,76,78,62,65,66,70,40,40,40,40,40,67,62,77,58,63,69,68,One-touch Pass|Pinpoint Crossing|Through Passing|Weighted Pass,Long Ball Expert|Long Ranger
16530,Nakama Hayato,LWF,171,69,34,Right,Regularly,High,Standard,Medium,Japan,Roaming Flank,Basic,RMF=1|AMF=1|CB=0|CF=1|LMF=2|LWF=2|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=1,65,72,69,70,71,67,66,62,65,69,55,57,66,63,40,40,40,40,40,71,74,68,64,58,76,72,Cut Behind & Turn|Long-Range Curler|Sole Control,
16536,Matsubara Ken,RB,180,77,33,Right,Occasionally,High,Standard,Medium,Japan,Defensive Full-back,Basic,RMF=1|AMF=0|CB=1|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=0|CMF=0,57,70,65,68,72,74,62,64,62,69,65,68,71,73,40,40,40,40,40,73,69,67,63,60,68,77,First-time Shot|Long Throw|Pinpoint Crossing|Through Passing,Early Cross|Long Ranger
16538,Tameda Hirotaka,LMF,175,72,33,Right,Occasionally,High,Unwavering,High,Japan,Roaming Flank,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,64,69,70,66,64,72,61,62,68,74,55,58,62,65,40,40,40,40,40,71,74,72,63,56,73,70,Double Touch|Outside Curler|Sole Control,Early Cross|Mazing Run
16541,Kamifukumoto Naoto,GK,182,76,37,Right,Rarely,Medium,Standard,Medium,Japan,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,50,42,44,48,54,41,41,50,47,43,44,53,60,71,64,73,69,71,58,63,68,74,70,55,58,GK Low Punt,
16555,Heberty,SS,172,75,38,Left,Rarely,Medium,Unwavering,Medium,Brazil,Hole Player,Basic,RMF=2|AMF=2|CB=0|CF=2|LMF=1|LWF=1|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,70,70,72,69,68,70,70,58,69,71,50,53,53,52,40,40,40,40,40,73,74,74,61,63,68,64,Chop Turn|Cut Behind & Turn|Dipping Shot|Gamesmanship|Penalty Specialist|Scotch Move,Incisive Run|Long Ranger|Mazing Run|Trickster
16572,Maruyama Yuichi,CB,184,77,37,Left,Occasionally,High,Standard,Low,Japan,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,53,63,54,58,65,69,55,68,51,67,76,71,66,74,40,40,40,40,40,64,60,68,66,76,57,67,Weighted Pass,Long Ball Expert
16576,Kim Jin-Su,LB,177,70,34,Left,Rarely,Medium,Unwavering,Low,Korea Republic,Attacking Full-back,Basic,RMF=0|AMF=0|CB=1|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,61,66,70,64,69,70,57,56,65,63,67,66,64,64,40,40,40,40,40,74,75,62,74,64,71,78,Acrobatic Finishing|Captaincy|Cut Behind & Turn|Dipping Shot|Fighting Spirit|Interception|Long Throw|Pinpoint Crossing,Early Cross|Long Ranger
16577,Suzuki Musashi,CF,185,75,32,Right,Rarely,High,Standard,Medium,Japan,Fox in the Box,Basic,RMF=0|AMF=2|CB=0|CF=2|LMF=0|LWF=1|RB=0|DMF=0|RWF=1|SS=2|LB=0|CMF=1,67,62,59,58,55,50,69,65,60,56,45,48,63,52,40,40,40,40,40,75,68,73,75,65,68,69,Chip Shot Control,
16578,Sasaki Sho,CB,177,70,37,Right,Regularly,Very High,Standard,High,Japan,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,52,68,63,65,67,72,54,76,62,66,72,70,74,80,40,40,40,40,40,72,69,66,78,70,63,75,Aerial Superiority|Captaincy|Fighting Spirit|Heading|Long Throw|Man Marking|Sliding Tackle|Weighted Pass,
16581,Okui Ryo,LB,169,65,36,Right,Regularly,Very High,Standard,Medium,Japan,Attacking Full-back,Basic,RMF=2|AMF=0|CB=0|CF=0|LMF=1|LWF=0|RB=2|DMF=0|RWF=1|SS=0|LB=2|CMF=0,58,66,64,61,63,69,56,59,62,67,61,64,67,71,40,40,40,40,40,75,79,63,65,58,70,76,Long Throw,Early Cross
16587,Watari Daiki,CF,176,70,33,Right,Occasionally,High,Standard,Low,Japan,Deep-Lying Forward,Basic,RMF=0|AMF=2|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=1|SS=2|LB=0|CMF=1,68,70,66,71,69,64,72,69,56,61,52,54,65,62,40,40,40,40,40,68,73,66,62,60,71,74,Captaincy|Fighting Spirit|First-time Shot|Track Back,
16589,Mae Takayuki,RB,172,68,33,Right,Occasionally,High,Standard,Medium,Japan,Defensive Full-back,Basic,RMF=1|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=2|DMF=2|RWF=0|SS=0|LB=2|CMF=2,56,67,64,61,65,72,55,65,64,69,68,71,74,78,40,40,40,40,40,73,65,69,73,68,66,79,Captaincy|Knuckle Shot|Long Range Shooting,Early Cross
16599,Paik Sung-Dong,LWF,171,66,35,Right,Rarely,Medium,Standard,Medium,Korea Republic,Roaming Flank,Basic,RMF=1|AMF=1|CB=0|CF=1|LMF=2|LWF=2|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=1,68,69,69,67,68,71,65,59,68,70,50,55,62,57,40,40,40,40,40,70,70,64,63,56,76,71,Cut Behind & Turn|Double Touch|Long-Range Curler|One-touch Pass|Penalty Specialist|Scissors Feint|Through Passing,Incisive Run
16610,Matsubara Shuhei,GK,185,87,34,Right,Rarely,Medium,Standard,Medium,Japan,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,41,47,41,43,49,53,41,42,45,50,50,43,49,60,67,65,68,63,72,56,51,71,68,75,50,55,Captaincy,
16650,Inukai Tomoya,CB,182,78,33,Right,Rarely,Medium,Standard,High,Japan,Extra Frontman,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,47,56,51,53,58,64,60,72,60,65,72,69,71,67,40,40,40,40,40,65,62,78,70,76,56,69,Aerial Superiority|Heading|Long Range Shooting,
16652,Shirasaki Ryohei,CMF,181,70,33,Right,Rarely,Medium,Standard,Low,Japan,Hole Player,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,65,72,68,70,76,76,63,61,68,71,61,63,60,59,40,40,40,40,40,68,64,70,64,61,66,70,Captaincy|First-time Shot|One-touch Pass|Sole Control|Track Back,Incisive Run
16657,Takagi Shun,GK,181,76,37,Left,Rarely,Medium,Standard,Medium,Japan,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,45,49,42,46,55,59,40,40,47,48,51,47,53,63,70,64,71,69,72,52,55,68,67,64,50,55,GK Low Punt,
16658,Tanaka Paulo Junichi,RWF,169,68,33,Left,Occasionally,High,Standard,Medium,Japan,Prolific Winger,Basic,RMF=2|AMF=0|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,68,71,73,68,67,69,65,56,62,66,47,44,55,49,40,40,40,40,40,75,71,74,60,65,73,70,Cut Behind & Turn|Double Touch|Long Range Shooting|Penalty Specialist|Pinpoint Crossing|Sole Control|Super-sub,Incisive Run|Mazing Run
16659,Kim Jung-Hyun,DMF,186,77,33,Right,Regularly,Very High,Unwavering,Low,Korea Republic,Anchor Man,Anchor Man,RMF=0|AMF=1|CB=1|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,61,68,62,68,72,67,57,72,61,64,64,72,70,60,40,40,40,40,40,65,66,69,71,73,57,70,Captaincy|Fighting Spirit|Gamesmanship|Interception|One-touch Pass|Weighted Pass,Long Ball Expert
16680,Lee Ki-Je,LB,175,72,35,Left,Rarely,High,Unwavering,High,Korea Republic,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=1|LWF=1|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,61,69,66,63,70,69,61,60,72,73,66,70,66,62,40,40,40,40,40,77,73,70,66,67,72,80,Captaincy|Cut Behind & Turn|Fighting Spirit|Long Range Shooting|Pinpoint Crossing|Rising Shot|Sliding Tackle|Weighted Pass,Early Cross|Long Ranger
16726,Notsuda Gakuto,CMF,177,69,32,Left,Rarely,Medium,Unwavering,Low,Japan,Orchestrator,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=2|RWF=0|SS=1|LB=0|CMF=2,63,73,66,70,74,77,65,56,73,75,63,66,68,65,40,40,40,40,40,65,70,76,62,61,72,73,Long Range Shooting|One-touch Pass|Pinpoint Crossing|Rising Shot|Through Passing|Weighted Pass,Early Cross|Long Ranger
16728,Asano Takuma,RWF,173,71,32,Right,Rarely,Medium,Standard,Medium,Japan,Prolific Winger,Basic,RMF=2|AMF=0|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,66,72,76,65,65,63,72,57,55,62,50,55,55,52,40,40,40,40,40,80,82,73,70,63,75,74,Dipping Shot|Long Range Shooting|Super-sub,Incisive Run|Mazing Run|Speeding Bullet
16737,Onishi Shogo,GK,184,90,36,Left,Occasionally,High,Standard,Medium,Japan,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,49,41,45,48,53,40,40,45,47,43,42,50,60,70,67,63,64,73,54,50,62,65,72,53,51,Captaincy,
16750,Ahn Young-Kyu,CB,185,75,37,Right,Regularly,Very High,Standard,High,Korea Republic,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=1,55,62,58,62,66,67,53,73,57,52,67,69,65,67,40,40,40,40,40,61,59,65,71,76,57,68,Aerial Superiority|Blocker|Captaincy|Heading|Man Marking,Long Ball Expert
16767,Yamada Genki,GK,187,84,32,Right,Rarely,Medium,Standard,Low,Japan,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,49,43,46,51,55,40,40,46,49,51,48,52,65,67,64,68,70,67,58,55,66,74,71,55,57,,
16774,Nagai Kengo,GK,184,80,32,Right,Occasionally,High,Unwavering,High,Japan,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,46,42,43,50,55,40,41,45,46,48,43,46,60,68,65,66,70,69,51,53,67,73,68,55,57,GK High Punt,
16776,Nakamura Ryota,CF,178,78,35,Right,Occasionally,High,Standard,Medium,Japan,Goal Poacher,Basic,RMF=2|AMF=1|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=1,68,65,69,61,60,62,66,64,55,60,53,49,58,60,40,40,40,40,40,72,65,68,63,64,65,66,,
16792,Kida Takuya,DMF,170,65,32,Right,Regularly,High,Standard,High,Japan,Orchestrator,Basic,RMF=0|AMF=0|CB=1|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,52,73,65,70,72,75,56,62,64,68,72,70,73,76,40,40,40,40,40,67,71,74,65,60,70,79,Captaincy|Fighting Spirit|Man Marking|One-touch Pass|Sliding Tackle|Weighted Pass,Long Ball Expert
16799,Honda Yuki,CB,173,69,35,Left,Rarely,Medium,Standard,High,Japan,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,54,66,59,63,65,70,47,66,59,68,74,72,75,78,40,40,40,40,40,73,68,75,72,65,69,80,Acrobatic Clearance|Aerial Superiority|Sliding Tackle,
16800,Minamino Takumi,AMF,172,68,31,Right,Occasionally,High,Standard,Medium,Japan,Hole Player,Basic,RMF=1|AMF=2|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=1,72,76,78,79,74,69,72,54,68,71,51,54,62,60,40,40,40,40,40,75,81,70,69,60,82,74,Acrobatic Finishing|Cut Behind & Turn|Dipping Shot|Double Touch|Long Range Shooting|Long-Range Curler|One-touch Pass|Outside Curler|Through Passing|Track Back,Incisive Run|Mazing Run|Speeding Bullet
16801,Gu Sung-Yun,GK,198,92,32,Right,Rarely,Medium,Unwavering,Medium,Korea Republic,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,46,43,43,52,57,40,40,47,45,43,41,47,60,68,64,70,64,73,51,48,76,66,80,47,53,GK Long Throw|GK Low Punt,
16809,Akino Hiroki,DMF,176,68,32,Left,Rarely,Medium,Standard,High,Japan,Orchestrator,Basic,RMF=0|AMF=0|CB=1|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,57,69,65,71,73,70,59,62,72,75,65,68,60,67,40,40,40,40,40,65,62,72,66,67,64,73,Captaincy|Weighted Pass,Long Ball Expert
16811,Kobayashi Yusuke,DMF,172,64,32,Right,Regularly,Very High,Standard,High,Japan,Basic,The Destroyer,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=1|LB=0|CMF=2,51,69,64,67,72,68,52,62,56,56,68,73,75,72,40,40,40,40,40,67,68,71,67,60,66,74,Interception,
16812,Nakamura Kosuke,GK,185,82,31,Right,Occasionally,Medium,Standard,Medium,Japan,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,51,41,42,50,57,40,40,50,47,49,45,52,60,71,68,74,72,71,58,61,66,74,67,55,58,GK High Punt|GK Long Throw|GK Low Punt|GK Penalty Saver,
16813,Imai Tomoki,CB,178,78,36,Right,Rarely,Medium,Standard,Low,Japan,Extra Frontman,Basic,RMF=1|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=0|CMF=0,54,67,65,62,66,64,52,66,56,61,71,67,65,69,40,40,40,40,40,74,71,64,72,66,70,73,,
16814,Kozuka Kazuki,AMF,173,68,32,Right,Occasionally,High,Standard,Medium,Japan,Creative Playmaker,Basic,RMF=0|AMF=2|CB=0|CF=1|LMF=1|LWF=1|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,66,70,66,69,75,72,69,58,68,72,51,61,58,57,40,40,40,40,40,66,64,70,60,55,65,72,One-touch Pass|Outside Curler|Through Passing|Weighted Pass,Long Ball Expert
16815,Kawaguchi Naoki,RB,177,72,32,Right,Rarely,Medium,Standard,Medium,Japan,Defensive Full-back,Basic,RMF=1|AMF=0|CB=1|CF=0|LMF=1|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=1|CMF=0,55,66,60,64,65,68,52,65,58,63,64,69,71,75,40,40,40,40,40,74,69,63,69,67,65,68,Blocker|Fighting Spirit,
16817,Niekawa Ayumi,GK,195,90,32,Right,Rarely,Medium,Standard,Medium,Japan,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,41,45,40,41,46,57,40,44,45,49,43,41,48,60,65,65,64,68,73,51,44,71,63,81,45,56,,
16822,Toyokawa Yuta,SS,171,68,32,Right,Occasionally,High,Standard,Medium,Japan,Deep-Lying Forward,Basic,RMF=1|AMF=2|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,66,70,72,68,64,68,69,57,62,63,51,50,58,60,40,40,40,40,40,75,77,74,66,56,73,68,Acrobatic Finishing|Cut Behind & Turn|Dipping Shot|First-time Shot,Mazing Run|Speeding Bullet
16823,Ueda Naomichi,CB,186,79,32,Right,Occasionally,High,Standard,Medium,Japan,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,48,62,53,56,59,64,46,77,51,54,77,73,75,74,40,40,40,40,40,63,59,65,76,79,57,72,Aerial Superiority|Fighting Spirit|Heading|Man Marking|Sliding Tackle,
16835,Fujita Ibuki,DMF,170,68,35,Right,Rarely,Medium,Standard,Medium,Japan,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,60,72,67,71,73,67,63,64,60,62,69,74,76,73,40,40,40,40,40,64,67,68,64,65,71,75,Sliding Tackle,
16836,Miura Genta,CB,183,77,31,Right,Rarely,High,Standard,Medium,Japan,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=0|RWF=0|SS=0|LB=0|CMF=0,47,62,54,56,61,66,53,71,56,61,73,70,73,76,40,40,40,40,40,66,60,63,71,75,59,68,Acrobatic Clearance|Aerial Superiority|Fighting Spirit|Man Marking,Long Ball Expert
